"Freq [GHz]","dB(S(1,1)) [] - $Er='2.5'","dB(S(1,1)) [] - $Er='2.6'","dB(S(1,1)) [] - $Er='2.7'","dB(S(1,1)) [] - $Er='2.8'","dB(S(1,1)) [] - $Er='2.9'","dB(S(1,1)) [] - $Er='3'","dB(S(1,1)) [] - $Er='3.1'","dB(S(1,1)) [] - $Er='3.2'","dB(S(1,1)) [] - $Er='3.3'","dB(S(1,1)) [] - $Er='3.4'","dB(S(1,1)) [] - $Er='3.5'","dB(S(1,1)) [] - $Er='3.6'","dB(S(1,1)) [] - $Er='3.7'","dB(S(1,1)) [] - $Er='3.8'","dB(S(1,1)) [] - $Er='3.9'","dB(S(1,1)) [] - $Er='4'","dB(S(1,1)) [] - $Er='4.4'"
2.88,-27.9588615710501,-37.7394582189635,-39.6672859016453,-39.5486441445961,-46.9500290462137,-48.3363333950445,-36.4393685215378,-32.0321962713668,-34.5643846075252,-36.2844119237076,-37.6024270378566,-33.4592709954865,-45.0947617707509,-29.0645686955592,-43.9301874426446,-35.2594113267723,-34.8016306203685
2.89,-27.9750920979552,-37.6802623380162,-39.5611381555194,-39.7327526450993,-47.0200411550899,-47.8924669042737,-36.3474659834581,-32.162132880401,-34.6869603763132,-36.2422156538028,-37.8238383214957,-33.5131031049022,-45.0656966725468,-29.4982528228453,-43.6893886506746,-35.4829475780932,-34.9965069907884
2.9,-27.9996599658452,-37.6190714865118,-39.4556897110938,-39.9083536710992,-47.0847103862231,-47.484678115258,-36.2592133876257,-32.3028672186487,-34.8175981087455,-36.2068271708599,-38.0328209996767,-33.5664709617106,-45.0317916932082,-29.9440961977016,-43.4608852457765,-35.7085761784443,-35.1964129784768
2.91,-28.0325572334702,-37.5557888084903,-39.3510925017667,-40.0736061579586,-47.1425749653837,-47.1091753807267,-36.1750309126882,-32.4554278167534,-34.9554342511251,-36.1776227529647,-38.2265173836134,-33.6193308983467,-44.9929606187565,-30.3941459783063,-43.245308382825,-35.9359951929783,-35.4013076938069
2.92,-28.0737784942603,-37.4903424716197,-39.2474919193241,-40.2266300043141,-47.1921359076337,-46.762733780179,-36.0953078364887,-32.6209458951355,-35.099656589825,-36.1540389476996,-38.4020690999247,-33.6716504737139,-44.949124672244,-30.8424993502563,-43.0430652306935,-36.1648961340711,-35.6111562033844
2.93,-28.1233200260837,-37.422686568441,-39.1450271029373,-40.3655592902852,-47.2318919712607,-46.4425845726878,-36.0203998552576,-32.8006535671788,-35.249506811943,-36.1355665428699,-38.5567370013643,-33.7234062898259,-44.9002138995386,-31.2849300515542,-42.8543669376836,-36.3949635722567,-35.8259292539107
2.94,-28.181179009673,-37.3528016880414,-39.0438311478893,-40.4886051813752,-47.2603805408604,-46.1463303537626,-35.9506266943996,-32.9958786323262,-35.4042815838853,-36.1217451242322,-38.6880370614324,-33.7745822319374,-44.8461683917108,-31.7185239042841,-42.679255003555,-36.6258747488211,-36.0456029164289
2.95,-28.2473528199894,-37.2806951280168,-38.9440312395586,-40.5941255528615,-47.2762230365851,-45.8718791470713,-35.8862700690402,-33.2080351005122,-35.5633324076023,-36.112158171509,-38.7938810165481,-33.8251680466411,-44.7869393299488,-32.1413619587961,-42.5176259370642,-36.857299212546,-36.2701581485328
2.96,-28.3218383944768,-37.2064007265999,-38.8457487195349,-40.6806968453856,-47.2781726678837,-45.6173926294039,-35.82757204934,-33.4386085451348,-35.7260645039613,-36.1064286457354,-38.8727070169347,-33.8751581905263,-44.7224898415074,-32.5522626113261,-42.3692541496807,-37.0888985055305,-36.4995802705077
2.97,-28.4046316816261,-37.1299783060473,-38.749099091803,-40.7471824370094,-47.2651616554305,-45.3812450340578,-35.7747338790598,-33.6891353826466,-35.8919349521557,-36.104215023302,-38.9235842232049,-33.9245508960989,-44.6527956582458,-32.950580203827,-42.2338130670846,-37.3203259253369,-36.7338583495072
2.98,-28.4957271725227,-37.0515127302378,-38.6541919777255,-40.792791223018,-47.2363445759786,-45.1619902135592,-35.7279152861392,-33.9611752300359,-36.0604502874636,-36.1052077347458,-38.9462770403619,-33.9733474126655,-44.5778455727481,-33.3360519570235,-42.1108944519394,-37.5512263927907,-36.9729844837249
2.99,-28.5951175171029,-36.9711125913665,-38.5611310290899,-40.8171203974521,-47.1911343744257,-44.9583350020448,-35.6872343115903,-34.256275593858,-36.2311637305105,-36.1091259692242,-38.941259614149,-34.0215513885148,-44.4976416907252,-33.7086837887844,-42.0000259378735,-37.7812364565058,-37.2169529760726
3,-28.7027932257264,-36.8889085520052,-38.4700138087878,-40.8201777261488,-47.1292279221238,-44.7691174885604,-35.6527676684662,-34.5759282764146,-36.4036721919649,-36.1157148085772,-38.9096784094702,-34.0691683675037,-44.4121994822303,-34.0686662717527,-41.9006867828788,-38.0099844664298,-37.4657593840914
